CMPD_CHEMBLID,exp,smiles,transformed_solubility,transformed_smiles
CHEMBL1777822,0.15,Cc1ccc(cc1c2cc(ccc2OCC(=O)O)C(F)(F)F)C#N,72.49999999999999,Aaraaa{aarasaa{aaasBAA{~B}B}A{G}{G}G}A^D
CHEMBL1236772,2.91,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,26.5,AE{~B}{~B}araaaa{Dasdaaa{Dataaaau{dH}daatu}ds}ar
CHEMBL2177159,2.26,COCCNS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,37.333333333333336,ABAADE{~B}{~B}araaa{aar}asada{D}a{ds}A{~B}Dataaadat
CHEMBL1950729,0.87,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)c3ccccc3,60.5,AD{A**H}{A}A{~B}D{A**H}{ArAAAAAr}A{~B}D{A*H}sAAAD{As}A{~B}ataaaaat
CHEMBL2178579,2.6,Oc1c(NC(=O)Nc2cccc(F)c2Cl)ccc(Cl)c1S(=O)(=O)N3CCNCC3,31.666666666666668,Bara{DA{~B}Dasaaaa{G}asZ}aaa{Z}arE{~B}{~B}DtAADAAt
CHEMBL1194608,0.53,CN1CCC(=CC1)c2cccc(O)c2,66.16666666666667,ADrAAA{~AAr}asaaaa{B}as
CHEMBL267744,-0.84,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,89.0,BA{~B}ABaraaa{A{~B}asaaass}a{Z}arZ
CHEMBL1201016,1.7,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)\C(=N/OC)\c3csc(N)n3)C2=O)C(=O)OC(C)OC(=O)OC(C)C,46.666666666666664,ABAAr~A{Ds{A*H}{EAr}{A*H}{DA{~B}RA{~DLBA}Ratasa{D}dt}As~B}A{~B}BA{A}BA{~B}BA{A}A
CHEMBL932,3.97,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,8.83333333333333,BAAD{AAB}arda{DsAAAAAs}atda{da{DuAAAAAu}atdr}D{AAB}AAB
CHEMBL556716,2.9,CS(=O)(=O)c1ccc(cc1)C(CCNC(=O)c2ccc(cc2)C#N)c3ccc(F)cc3,26.666666666666668,AE{~B}{~B}araaa{aar}A{AADA{~B}asaaa{aas}A^D}ataaa{G}aat
CHEMBL1945031,1.13,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5NC(=O)Sc45)c3)c[nH]c12,56.166666666666664,Aaraaaasa{AADAataaaa{AADA{A*H}{B}auaaa{B}avDA{~B}Eauv}at}a{dH}ars
CHEMBL2331754,2.69,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(CO)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,30.166666666666668,AAr~AD{{A*H}sAAAD{As}E{~B}{~B}ataaa{AB}a{Bauaaaa{Z}au}at}A{~B}DAr~B
CHEMBL2170989,1.9,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccccc4)[C@@H](O)[C@H]3O,43.333333333333336,Dardadasardads{A**H}tB{A*H}{AEAAADA{~B}Dauaaaaau}{A**H}{B}{A*H}tB
CHEMBL1123,3.72,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,12.999999999999998,AAD{AA}AABA{~B}Ar{AAAAAr}AsAAAAAs
CHEMBL442137,1.7,CC12NC(Cc3ccccc13)c4ccccc24,46.666666666666664,AArsDA{Aataaaaart}auaaaaasu
CHEMBL2171992,1.74,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,46.0,ABaraaa{aar}DsAAD{AAs}A{~B}{A**H}tAAAA{A*H}tA{~B}DAu{AAu}A^D
CHEMBL2181928,2.75,C[C@@H]1CN([C@@H](CO1)c2ccccc2)c3ccc4OCC(=O)Nc4n3,29.166666666666668,A{A**H}rAD{{A**H}{ABr}asaaaaas}ataaauBAA{~B}Daudt
CHEMBL2164690,4.1,CC(C)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,6.666666666666672,AA{A}araaas{dH}atAAD{Aatasar}A{~B}{A**H}uAAAA{A*H}uA{~B}DAv{AAv}A^D
CHEMBL73189,2.7,Cc1nc2ccccn2c1c3ccnc(Nc4cccc(Cl)c4)n3,29.999999999999996,Aardasaaaadsarataada{Dauaaaa{Z}au}dt
CHEMBL1689117,0.99,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccc(F)cc3,58.5,BA{~B}ABaraaa{Z}aarADsAAD{AAs}E{~B}{~B}ataaa{G}aat
CHEMBL110147,1.84,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCSc2ccccc2)c3sc(O)nc13,44.333333333333336,Baraaa{AADAAAE{~B}{~B}DAABAAEasaaaaas}atsa{B}dart
CHEMBL2139925,4.1,CCc1nc2ccc(cn2c1N(C)Cc3cccs3)C(=O)NCc4ccc5OCOc5c4,6.666666666666672,AAardasaaa{adsarD{A}Aataaast}A{~B}DAauaaavBABavau
CHEMBL469727,1.98,COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC,42.0,ABAaraabarA{~B}D{A{A{~B}DA{A**H}{A}B}asaaaaasG}ataaa{BA}aatBA
CHEMBL186526,2.65,CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc(O)cc3)c2,30.833333333333332,AD{A}araaaa{ar}A{~B}Dasaaa{A}a{DA{~B}ataaa{B}aat}as
CHEMBL1778866,2.23,COc1cc(F)ccc1c2cncc(CNC3CCC3)n2,37.833333333333336,ABaraa{G}aaarasadaa{ADAtAAAt}ds
CHEMBL31815,3.7,Cc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,13.33333333333333,Aaraaaa{Dasdadataaa{DA{~B}A~A}aast}ar
CHEMBL502,2.41,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,34.833333333333336,ABaraasAA{AAtAAD{Aauaaaaau}AAt}A{~B}asaarBA
CHEMBL298700,3.3,CCN(CC)C(=O)c1ccc2[nH]c(c(CCNCCCCc3ccncc3)c2c1)c4cc(C)cc(C)c4,20.000000000000004,AAD{AA}A{~B}araaas{dH}a{a{AADAAAAataadaat}asar}auaa{A}aa{A}au
CHEMBL1287853,2.11,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,39.833333333333336,Aarada{Dasaaa{BAADtAAAAt}aas}darDauaaaa{au}E{~B}{~B}DA{A}{A}A
CHEMBL1199988,1.85,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCNCC5,44.166666666666664,Dardaa{aarasbataaaaatds}auadd{au}AvAADAAv
CHEMBL2062558,2.23,Nc1cc(nc2c(cnn12)C#N)c3ccc(F)cc3,37.833333333333336,Daraa{dasa{addrs}A^D}ataaa{G}aat
CHEMBL398894,2.6,NS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,31.666666666666668,DE{~B}{~B}araaaa{Dasdaaa{Dataaaau{dH}daatu}ds}ar
CHEMBL247471,3.1,C[C@@H](N(c1cc(F)ccc1F)S(=O)(=O)c2ccc(Cl)cc2)c3ccc(F)cc3CCCC(=O)O,23.333333333333332,A{A**H}{D{araa{G}aaarG}E{~B}{~B}asaaa{Z}aas}ataaa{G}aatAAAA{~B}B
CHEMBL1699517,1.07,Cc1nc(CS(=O)(=O)c2ccccc2)cc(n1)N3CCOCC3,57.166666666666664,Aarda{AE{~B}{~B}asaaaaas}aa{dr}DtAABAAt
CHEMBL23,1.99,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,41.83333333333333,ABaraaa{aar}{A**H}sEataaaaatD{AAD{A}A}A{~B}{A**H}sBA{~B}A
CHEMBL168634,0.05,Cc1ccc(cc1)S(=O)(=O)N2N=Cc3ccccc3B2O,74.16666666666667,Aaraaa{aar}E{~B}{~B}DsD~AataaaaatBsB
CHEMBL260374,2.3,S=C(NC1CCCCC1)N2CCC(CC2)c3cnc[nH]3,36.66666666666667,E~A{DArAAAAAr}DsAAA{AAs}atada{dH}t
CHEMBL50608,2.2,Nc1cc(nc2ccccc12)c3ccccc3,38.33333333333333,Daraa{dasaaaaars}ataaaaat
CHEMBL2010839,1.8,CN(C1CCN(Cc2ccc(nc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,45.0,AD{ArAAD{Aasaaa{das}A{G}{G}G}AAr}A{~B}Aataaa{aat}duadddu
CHEMBL1288009,1.82,COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,44.666666666666664,ABaraaa{aar}asaata{D{A*H}uAAADAu}daa{A{~B}D}atss
CHEMBL1900528,-0.25,C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5,79.16666666666667,A{DP}r{A}{A**H}sA{A*H}{A{A*H}r{A**H}tB{A*H}st}BA{~B}A{B}{auaaasu}avaaasv
CHEMBL591931,1.27,NC(=N)c1cc2c(cccc2s1)c3ccccc3,53.833333333333336,DA{~D}araasa{aaaassr}ataaaaat
CHEMBL376291,3.1,Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1,23.333333333333332,Zaraaa{ADsA{~B}A{~B}ataaaaast}aar
CHEMBL223166,0.9,COc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3,60.0,ABaraaaaarB{A*H}{{A**H}sADAABs}ataaaaat
CHEMBL1631468,1.86,CCCNC(=O)c1nnc2c(cccc2c1N)c3ncccn3,43.99999999999999,AAADA{~B}arddasa{aaaasarD}atdaaadt
CHEMBL1944689,2.3,O[C@@H](CNCCc1ccc(CNCCc2c(Cl)cccc2Cl)cc1)c3ccc(O)c4NC(=O)Sc34,36.66666666666667,B{A**H}{ADAAaraaa{ADAAasa{Z}aaaasZ}aar}ataaa{B}auDA{~B}Eatu
CHEMBL1689122,0.69,CC1CN(CCN1Cc2cc(Cl)ccc2OCC(=O)O)S(=O)(=O)c3ccccc3,63.5,AArAD{AADrAasaa{Z}aaasBAA{~B}B}E{~B}{~B}ataaaaat
CHEMBL1289349,2.74,Clc1ccc(cc1)C2CCN(CC2)C(=O)COCc3ccncc3,29.33333333333333,Zaraaa{aar}AsAAD{AAs}A{~B}ABAataadaat
CHEMBL92840,2.15,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccncc2)C(F)(F)F,39.166666666666664,AA{B}{A{~B}Daraaa{aar}E{~B}{~B}asaadaas}A{G}{G}G
CHEMBL360227,2.4,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N,35.0,AAD{AA}AADrA{~B}{A**}{B}{asaaaaasZ}ataraa{aatA{G}{G}G}A{~B}D
CHEMBL2207281,2.06,OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,40.666666666666664,BAADE{~B}{~B}araaasA{~ADA{~B}asar}A{~B}DA{A**H}{B}ADtAAA{AAt}Bauaaa{Z}a{Z}au
CHEMBL1762550,3.44,CN(c1ccnc(Nc2cc(nc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,17.666666666666668,AD{araada{Dasaa{da{as}DtAABAAt}DuAABAAu}dr}avaa{AB}aaavA
CHEMBL177611,0.6,Clc1ccc(cc1)C(=O)N[C@H]2CN3CCC2CC3,65.0,Zaraaa{aar}A{~B}D{A*H}sADtAAAsAAt
CHEMBL1320527,1.91,CC1=C(OCc2ccc(F)cc2)C(=O)C=CO1,43.166666666666664,AAr~A{BAasaaa{G}aas}A{~B}A~ABr
CHEMBL1414985,2.96,Clc1ccc(cc1)C(=O)Cc2ccccn2,25.666666666666668,Zaraaa{aar}A{~B}Aasaaaads
CHEMBL6800,1.9,COc1nc(Br)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C,43.333333333333336,ABarda{X}adarDE{~B}{~B}asaaaata{aaaast}D{A}A
CHEMBL1364572,2.91,NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,26.5,DA{~B}arsasdaaa{Dataaaaat}asarD
CHEMBL1201117,0.36,COc1ccccc1OCC(O)COC(=O)N,68.99999999999999,ABaraaaaarBAA{B}ABA{~B}D
CHEMBL2003130,3.31,Clc1ccc2C(=O)NC(=Nc2c1)c3ccccc3,19.833333333333332,ZaraaasA{~B}DA{~Dasar}ataaaaat
CHEMBL388525,3.39,Oc1cc(O)c2C(=O)c3ccccc3Oc2c1,18.499999999999996,Baraa{B}asA{~B}ataaaaatBasar
CHEMBL1778650,0.31,CCC(Oc1ccc(cc1c2ccc(cc2C)S(=O)(=O)CC)C(F)(F)F)C(=O)O,69.83333333333334,AAA{Baraaa{aarasaaa{aasA}E{~B}{~B}AA}A{G}{G}G}A{~B}B
CHEMBL65511,1.97,COC(=O)N1CCN([C@@H](CN2CCCC2)C1)C(=O)Cc3ccc(Cl)c(Cl)c3,42.16666666666667,ABA{~B}DrAAD{{A**H}{ADsAAAAs}Ar}A{~B}Aataaa{Z}a{Z}at
CHEMBL457887,1.32,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2,53.0,AA{A}dra{A}daarasaada{Dataaa{aat}E{~B}{~B}AAAD{A}A}ds
CHEMBL1255840,-0.27,CC1(C)CCC(CC1)NC(=O)[C@@H](N)CCC(=O)O,79.49999999999999,AAr{A}AAA{AAr}DA{~B}{A**H}{D}AAA{~B}B
CHEMBL61593,2.12,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C3CC4CC3C=C4)cc1Cl,39.666666666666664,DE{~B}{~B}araasa{DA{DEs{~B}~B}AtAAuAAtA~Au}aarZ
CHEMBL1822878,4.3,Oc1ccc(Br)c2ccccc12,3.333333333333336,Baraaa{X}asaaaaars
CHEMBL1082410,3.3,CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F,20.000000000000004,ADA{~B}araaa{aarG}DsA{~E}D{A{~B}AstAAAt}auaaa{A^D}a{au}A{G}{G}G
CHEMBL1950849,2.64,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3cccc(F)c3)C2,31.0,AD{A**H}{A}A{~B}D{A**H}{ArAAAAAr}A{~B}D{A*H}sAAAD{AAataaaa{G}at}As
CHEMBL22442,2.4,CCCC1=CC(=CC(=O)N1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)OCc5ccccc5,35.0,AAAAr~AA{~AA{~B}DrAasaaa{aas}ataaaaataudd{dH}du}BAavaaaaav
CHEMBL2070938,1.3,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,53.333333333333336,B~A{DAr{AAr}A^D}{A**H}sAAAA{A*H}sA{~B}DtAAD{AAt}audaasu
CHEMBL1778622,1.54,CCSc1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F,49.333333333333336,AAEaraaa{aar}asaa{aaasBAA{~B}B}A{G}{G}G
CHEMBL1886566,2.38,COc1ccc(CN2C(=O)CCC2(C)C(=O)NC3CCCCC3)c(OC)c1,35.333333333333336,ABaraaa{ADsA{~B}AAAs{A}A{~B}DAtAAAAAt}a{BA}ar
CHEMBL51583,3.1,O=C1C(=O)c2cc(ccc2c3ccccc13)c4ccsc4,23.333333333333332,B~ArA{~B}asaa{aaasataaaaart}auaasau
CHEMBL101311,2.9,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,26.666666666666668,AD{A}AA{B}ABaraaa{Dasdaaa{Dataa{Z}aaatZ}ds}aar
CHEMBL1944739,-1.0,CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N,91.66666666666667,AD{A}AAADA{~B}arda{Z}a{D}darD
CHEMBL855,1.88,Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,43.666666666666664,Aaraaa{aar}RA{~ALADsAAAAs}Rataaaadt
CHEMBL1806525,2.8,COc1cc(ccc1Nc2ncc(C#N)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,28.33333333333334,ABaraa{aaarDasdaa{A^D}a{ds}atadauaaaadtu}DvAAD{AAv}A{~B}A
CHEMBL559078,2.41,CCCCC(CC)CNC(=O)c1cc(ccc1Cl)N2N=CC(=O)NC2=O,34.833333333333336,AAAAA{AA}ADA{~B}araa{aaarZ}DsD~AA{~B}DAs~B
CHEMBL2024676,3.15,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3ccc(Cl)c(Cl)c3)CC1,22.5,AD{A}A{~B}D{A**H}rAA{A**H}{AADsAAD{AAs}ataaa{Z}a{Z}at}AAr
CHEMBL126048,0.8,Oc1c2ncc3ccccc3c2nn1c4ccccc4,61.666666666666664,Barasdaataaaaatasddrauaaaaau
CHEMBL1917440,0.03,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)c4cnccn4,74.5,Aara{Easaaa{Z}aas}ata{aaaatdrAA{~B}B}auadaadu
CHEMBL502684,0.2,C(Oc1ccccc1)C2CNCCO2,71.66666666666667,A{Baraaaaar}AsADAABs
CHEMBL1783286,3.4,COc1ncc(C)cc1c2cccc3c(N)c(nnc23)C(=O)NC4CC4,18.333333333333336,ABardaa{A}aarasaaaata{D}a{ddast}A{~B}DAuAAu
CHEMBL1689114,1.01,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)c3ccccc3,58.166666666666664,BA{~B}ABaraaa{Z}aarADsAAAD{AAs}E{~B}{~B}ataaaaat
CHEMBL1947157,3.15,O[C@@H](CNCCc1cccc(CNCCc2c(Cl)cccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,22.5,B{A**H}{ADAAaraaaa{ADAAasa{Z}aaaasZ}ar}ataaa{B}auDA{~B}Eatu
CHEMBL535,2.26,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,37.333333333333336,AAD{AA}AADA{~B}ara{A}{dH}a{RA~ARsLA{~B}Dataaa{G}aast}arA
CHEMBL2171033,1.5,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl,50.0,Zaraaa{BAsAAD{AAs}AtAAD{AAt}A{~B}DE{~B}{~B}auaaaaau}aarZ
CHEMBL490,1.78,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,45.333333333333336,Garaaa{aar}{A**H}sAADA{A*H}sABataaauBABauat
CHEMBL178737,1.79,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,45.166666666666664,B~A{DrAABAAr}DsAAdtaa{Au~A{A{~B}DAu~B}avadawaaaadvw}axaaaa{As}atx
CHEMBL183425,3.81,CN1CCN(CCCOc2ccc(cc2)c3onc(c3)c4ccc(F)cc4)CC1,11.5,ADrAAD{AAABasaaa{aas}atbda{at}auaaa{G}aau}AAr
CHEMBL1321641,1.51,N#Cc1nc(nc(n1)N2CCOCC2)N3CCOCC3,49.833333333333336,D^Aarda{da{dr}DsAABAAs}DtAABAAt
CHEMBL93124,3.5,CNc1ccc(cc1)c2nc3ccc(O)cc3s2,16.666666666666668,ADaraaa{aar}asdataaa{B}aatss
CHEMBL436381,1.97,CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,42.16666666666667,ADrAAD{AAr}A{~B}asaataa{G}aaat{dH}s
CHEMBL1586531,3.1,Clc1ccc(cc1)C(=O)\C=C\Sc2nc[nH]n2,23.333333333333332,Zaraaa{aar}A{~B}RA~AREasda{dH}ds
CHEMBL228761,2.21,O=C1C2CCC(N2)C(=O)N1Cc3ccccc3,38.166666666666664,B~ArAsAAA{Ds}A{~B}DrAataaaaat
CHEMBL810,-1.08,CN1N=Nc2c(ncn2C1=O)C(=O)N,93.0,ADrD~Dasa{dadsAr~B}A{~B}D
CHEMBL1430414,2.35,Fc1cc2[nH]cnc2cc1Cl,35.833333333333336,Garaas{dH}adasaarZ
CHEMBL189181,4.28,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,3.6666666666666625,AA{~B}Daraaa{ADas{dH}dataaaa{Bauaaa{G}aau}ast}aar
CHEMBL1910654,3.25,N[C@H](CNC(=O)c1cc2c(cccc2[nH]1)c3ccccc3Cc4ccccc4)C(=O)O,20.833333333333332,D{A*H}{ADA{~B}araasa{aaaas{dH}r}ataaaaatAauaaaaau}A{~B}B
CHEMBL182380,2.86,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C,27.333333333333332,AAD{ArAAD{AAA{asaaaaas}ataaaaat}AAr}A{~B}DAauaaa{aau}E{~B}{~B}A
CHEMBL341324,1.67,CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,47.166666666666664,AAD{AA}A{~B}Aarasa{DE{~B}{~B}asaaaa{Z}asA}dr
CHEMBL214637,2.19,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,38.5,AAAD{AAB}AAABaraaasa{Dataa{AA{~B}Dauaaaa{G}auG}{dH}dt}dadasar
CHEMBL1565348,3.7,CCCc1c(cnn1c2ccccc2)C(=O)Nc3cc(C)on3,13.33333333333333,AAAara{addrasaaaaas}A{~B}Dataa{A}bdt
CHEMBL552512,1.15,O=C(CC1CCCCCC1)Nc2cccc3C(=O)N(C=Cc23)[C@H]4CCNC4,55.833333333333336,B~A{AArAAAAAAr}DasaaaatA{~B}D{A~Aast}{A*H}uAADAu
CHEMBL421,-0.58,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,84.66666666666667,BA{~B}araa{aaarB}D~Dasaaa{aas}E{~B}{~B}Dataaaadt
CHEMBL370152,2.96,OC(=O)c1c(Sc2ccccc2)c3cc(Cl)ccc3n1Cc4ccc(Cl)cc4,25.666666666666668,BA{~B}ara{Easaaaaas}ataa{Z}aaatdrAauaaa{Z}aau
CHEMBL2059872,3.1,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(CN5CCOCC5)s4,23.333333333333332,Aaraaa{aarDA{~B}asaaa{BAataaaadt}aas}audaa{ADvAABAAv}su
CHEMBL1531981,1.63,Cc1oc(cc1C(=O)Nc2cccc(c2)C(=O)O)c3ccccc3,47.833333333333336,Aarba{aarA{~B}Dasaaaa{as}A{~B}B}ataaaaat
CHEMBL1944652,3.86,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc5cccnc45,10.66666666666667,AAD{AA}A{~B}araaa{aar}A{~AsAAD{Aataaa{G}aat}AAs}auaaaavaaadauv
CHEMBL168073,2.63,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,31.166666666666668,AAD{AA}E{~B}{~B}araaa{DA{~B}A{A}{B}A{G}{G}G}aar
CHEMBL380130,3.8,COc1ccc2NC(=O)C(NC(=O)c3ccccc3OC)N=C(c4ccccc4)c2c1,11.66666666666667,ABaraaasDA{~B}A{DA{~B}ataaaaatBA}D~A{auaaaaau}asar
CHEMBL389792,2.87,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,27.166666666666668,AA{AB}{AB}Darda{EAasaaaa{G}asG}datda{D}sart
CHEMBL1770465,3.58,C[C@@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3,15.333333333333334,A{A**H}{Baraaa{EAAAAAasaaaaas}aar}A{~B}atda{A}a{AAAA{~B}B}st
CHEMBL48190,1.54,COC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,49.333333333333336,ABA{~B}ABaraaa{BAADAA{B}ABasaaaaas}aar
CHEMBL51478,2.89,COc1ccnc(CSc2nc3ccccc3[nH]2)c1,26.833333333333332,ABaraada{AEasdataaaaat{dH}s}ar
CHEMBL1224288,2.3,Oc1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,36.66666666666667,Baraaaa{B{A*H}sA{A*H}tAA{A**H}{As}DtAauaaaaau}ar
CHEMBL1180250,1.0,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CC4)c5ccccn5,58.333333333333336,BarasA{~B}D{DA{~B}asdataa{Z}aaart}A{AuAAu}avaaaadv
CHEMBL2010832,2.7,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3F)S(=O)(=O)C,29.999999999999996,AD{ArAAD{Aasaaa{aas}A{G}{G}G}AAr}A{~B}Aataaa{aatG}E{~B}{~B}A
CHEMBL308538,-1.2,Fc1ncccc1OC[C@@H]2CCN2,95.0,GardaaaarBA{A**H}sAADs
CHEMBL1824369,2.34,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N)c1,36.0,Baraaaa{DA{~B}asaaa{BAAADtAAAAt}aasBAauaaaaauA^D}ar
CHEMBL2011928,3.28,COc1ccc(cc1)c2nc3c(NCCCNC(=O)C)c(Br)cnc3[nH]2,20.333333333333336,ABaraaa{aar}asdata{DAAADA{~B}A}a{X}adat{dH}s
CHEMBL471412,3.86,COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)c4ccccc4)c(OC)c1,10.66666666666667,ABaraaa{D{A{A{~B}DAsAAAAs}ataaaaatG}A{~B}auaaaaau}a{BA}ar
CHEMBL1306424,3.6,Cc1ccnc(NCc2ccc(Cl)cc2)c1,14.999999999999998,Aaraada{DAasaaa{Z}aas}ar
CHEMBL1762547,3.8,CCN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,11.66666666666667,AAD{araada{Dasaa{aa{as}DtAABAAt}DuAABAAu}dr}avaa{AB}aaavA
CHEMBL215275,2.12,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,39.666666666666664,AAD{AAB}AAABaraasdada{Dataa{AA{~B}Dauaaaa{G}au}{dH}dt}asaarBA
CHEMBL355236,2.8,CCCc1c(O)c(ccc1OCc2ccc(cc2OC)c3nn[nH]n3)C(=O)C,28.33333333333334,AAAara{B}a{aaarBAasaaa{aasBA}atdd{dH}dt}A{~B}A
CHEMBL211265,2.46,Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)C4CC4)cc3,34.0,Darda{D}a{a{ABAasaaaaas}dr}ataaa{DA{~B}AuAAu}aat
CHEMBL1946615,2.12,O=C(N1CCOCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,39.666666666666664,B~A{DrAABAAr}asaaa{aas}A{~AtAAD{Aauasadu}AAt}avaaaawaaadavw
