smiles,u0_atom,transformed_solubility,transformed_smiles
CC1C=NOCC1,-1569.8,65.1842069922557,AArA~DBAAr
CC1CN2CC1C2,-1609.81,67.42300461077039,AArADsAArAs
CC=CN(C)C=N,-1659.99,70.23087425578586,AA~AD{A}A~D
OC1C2C=COC12,-1370.32,54.02211379202292,BArAsA~ABArs
C#CC(=O)OC,-1076.21,37.564908903711,A^AA{~B}BA
CCCCOC=O,-1676.25,71.14071802676932,AAAABA~B
NC1C=CCCC1,-1798.47,77.9796544160437,DArA~AAAAr
CN1CCC2CC21,-1775.1,76.67196383007295,ADrAAAsAAsr
CC1=CCOC1,-1425.41,57.10472715878062,AAr~AABAr
CN1CC1C(=O)O,-1406.56,56.04995747347688,ADrAArA{~B}B
C1CN2CC(C2)N1,-1639.97,69.11063610725638,ArADsAA{As}Dr
CNCC(=O)CO,-1533.46,63.15076771565424,ADAA{~B}AB
Nc1occc1O,-1275.87,48.73707417520927,DarbaaarB
CN1CC(=O)C1,-1286.29,49.320135189578764,ADrAA{~B}Ar
CCC(N)C(=O)O,-1562.46,64.7734903084292,AAA{D}A{~B}B
C#CCC1CC1O,-1542.95,63.68178969515199,A^AAArAArB
C=CC(N)C(N)=O,-1486.41,60.51804019875555,A~AA{D}A{D}~B
C1CC2NCC2N1,-1603.13,67.04921885491741,ArAAsDAAsDr
C=C(C)CNC=O,-1607.6,67.29934195801064,A~A{A}ADA~B
C=CC(O)CC=O,-1517.69,62.268342360893506,A~AA{B}AA~B
OCC1(CO)CC1,-1646.55,69.47882626796186,BAAr{AB}AAr
CCC(CC)CC,-1515.56,62.14915618425175,AAA{AA}AA
C1=CNC=NC1,-1242.67,46.879336586239326,Ar~ADA~DAr
N#CC=CCO,-1162.12,42.37208469492815,D^AA~AAB
C#CCC=C,-1153.43,41.885827476610416,A^AAA~A
C[C]C(C)(C)CC,-1417.61,56.66827073727561,A{A}A{A}{A}AA
OC1C2CCNC12,-1444.57,58.17684318904159,BArAsAADArs
CCC,-1008.49,33.77557186982408,AAA
O=C1NC2CC2N1,-1555.4,64.37844129101572,B~ArDAsAAsDr
CCC#CC(C)=O,-1571.23,65.26422400286494,AAA^AA{A}~B
C=CCCC,-1455.34,58.77948878642733,A~AAAA
CN1CC(O)C=N1,-1455.5,58.78844173866332,ADrAA{B}A~Dr
CC1COCC1=O,-1535.24,63.25036930927975,AArABAAr~B
CCCC1CCN1,-1768.67,76.31216706208873,AAAArAADr
C=C1CNCC1N,-1660.25,70.24542280316935,A~ArADAArD
C#CC1CC1C#N,-1910.78,84.26406732620082,A^AArAArA^D
CC1=CN[C]([NH])O1,-1352.29,53.01322798692869,AAr~AD{A}{{DH}}Br
CCCC(C)C=O,-1861.52,81.50767715654237,AAAA{A}A~B
CCC1(OC)CC1,-1836.81,80.12500559559514,AAAr{BA}AAr
C1=CCC2CC2C1,-1933.61,85.54154169837504,Ar~AAAsAAsAr
C=CCOCCC,-1839.91,80.29846904516766,A~AABAAA
C#CC#CCCN,-1459.28,58.99995523523883,A^AA^AAAD
OCc1cnoc1,-1278.92,48.90773982720803,BAaradbar
C#CC1CC1O,-1250.37,47.3101974125968,A^AArAArB
COC(C)C1CN1,-1704.84,72.74049867943955,ABA{A}ArADr
C=CC1C(N)C1O,-1572.1,65.31290568064819,A~AArA{D}ArB
CCCCC,-1600.11,66.88023188146292,AAAAA
C#CC(=C)C1CO1,-1393.8,55.3359595326559,A^AA{~A}ArABr
C#CC(C=O)CC,-1558.94,64.57652535923721,A^AA{A~B}AA
NCC(O)C1CC1,-1588.03,66.20428398764494,DAA{B}ArAAr
O=CCCNC=O,-1409.01,56.18704955459063,B~AAADA~B
C=CCC(=C)CO,-1703.41,72.66048166883031,A~AAA{~A}AB
CC(C)CNC=O,-1751.84,75.3704283987645,AA{A}ADA~B
CC1CN1C1CC1,-1606.3,67.22659922109315,AArADrArAAr
N#CC=CC1CC1,-1511.72,61.93428533058778,D^AA~AArAAr
CCC(C)CN,-1765.71,76.14653744572273,AAA{A}AD
[CH2][N]OCC=C,-1251.48,47.37230851873406,{AHs}{D}BAA~A
C#CCNCCN,-1625.21,68.28472626348538,A^AADAAD
C=CC(C)[CH][N]O,-1559.93,64.63192175119747,A~AA{A}{AH}{D}B
NC1COCC1N,-1603.15,67.05033797394691,DArABAArD
CC1(C)CC=NN1,-1574.02,65.42034110748018,AAr{A}AA~DDr
Cc1nsnc1C,-1375.77,54.32707372756167,AardsdarA
CC(C)C1CC1N,-1614.04,67.65969828550965,AA{A}ArAArD
C=CCC1CCN1,-1914.57,84.47614038229106,A~AAArAADr
C=C1CCNCC1,-1362.52,53.58565737051793,A~ArAADAAr
CCCCC(=O)O,-1686.25,71.70027754151931,AAAAA{~B}B
CC1OCC1(C)O,-1650.82,69.71775818076011,AArBAAr{A}B
C#CC(=N)NOC,-1264.86,48.12099914946953,A^AA{~D}DBA
[CH2][N]NC(C)CO,-1577.79,65.63129504454093,{AHs}{D}DA{A}AB
CC1C=CCCN1,-1545.88,63.84574063297373,AArA~AAADr
N#CCC#CCO,-1459.03,58.98596624737008,D^AAA^AAB
CN(C)CCCN,-1920.96,84.8336989122163,AD{A}AAAD
C=CC(C)=CC=O,-1582.93,65.91890863512245,A~AA{A}~AA~B
C=C1COCC1=O,-1392.04,55.2374770580599,A~ArABAAr~B
C=C1CCC2CC12,-1771.85,76.49010698777921,A~ArAAAsAArs
CN=C(C)NC,-1503.06,61.44970679081427,AD~A{A}DA
C1=COC2CC2O1,-1311.19,50.71343838130624,Ar~ABAsAAsBr
CC=C(CC)CC,-2049.81,92.0436232597699,AA~A{AA}AA
CCC#CCCC,-1897.65,83.52936568333408,AAA^AAAA
C=CCNC(N)=S,-1296.13,49.87074175209276,A~AADA{D}~E
C#CC(=N)NC=O,-1344.27,52.5644612560992,A^AA{~D}DA~B
C=C(CC)C(=O)O,-1543.15,63.69298088544698,A~A{AA}A{~B}B
NC12CCCC1C2,-1791.1,77.56725905367294,DArsAAAArAs
C=CCOC1CC1,-1690.93,71.96215139442232,A~AABArAAr
CC1C2CC=NN12,-1505.88,61.60750257397377,AArAsAA~DDrs
NC1C2C=NOC12,-1296.11,49.869622633063244,DArAsA~DBArs
C#CC1CCCC1,-1764.64,76.0866645776445,A^AArAAAAr
OC1(C2CC2)CC1,-1697.1,72.30739961502304,BAr{AsAAs}AAr
C#CCC1CN1,-1314.5,50.898652580688484,A^AAArADr
CN1CC(C)(O)C1,-1711.1,73.09078293567303,ADrAA{A}{B}Ar
C#C[CH][N]OCC,-1396.15,55.46745601862215,A^A{AH}{D}BAA
C#CC(N)=CC=O,-1560.72,64.67612695286272,A^AA{D}~AA~B
C=C(C=O)CNC,-1586.31,66.10803975110792,A~A{A~B}ADA
Cn1cccc1O,-1476.14,59.94337257710732,AdraaaarB
CN1C2C=CC1C2,-1612.35,67.5651327275169,ADrAsA~AArAs
C#CC(=O)CC=O,-1229.19,46.12505036035633,A^AA{~B}AA~B
N#CC1C=CCC1,-1532.72,63.10936031156275,D^AArA~AAAr
CC1COC=NN1,-1463.01,59.20867093424058,AArABA~DDr
CC1CNC1=O,-1315.29,50.942857782353734,AArADAr~B
CCCCC#N,-1506.3,61.631004073593274,AAAAA^D
[CH2]C(C#N)=C[N]O,-1315.13,50.93390483011774,{AHs}A{A^D}~A{D}B
C=C(C)S(C)(=O)=O,-1296.14,49.87130131160751,A~A{A}E{A}{~B}~B
CC#CC(=N)NO,-1282.56,49.11141949057702,AA^AA{~D}DB
C1=NNC2CC1C2,-1505.25,61.57225032454451,Ar~DDAsAArAs
CC=C(C)C#N,-1365.77,53.767514212811676,AA~A{A}A^D
CCOC(=O)CC,-1683.49,71.54583911544833,AABA{~B}AA
CC=CCCC=O,-1719.92,73.58431442768253,AA~AAAA~B
C=CC(O)C=CC,-1705.55,72.7802274049868,A~AA{B}A~AA
C=CCC(C)=CC,-1906.2,84.00778906844535,A~AAA{A}~AA
NC1COC1,-1118.32,39.921214020323205,DArABAr
CC1=C(C)CCC1,-1929.37,85.30428846412103,AAr~A{A}AAAr
[CH2][N]N1C(C)C1C,-1356.65,53.2571959353597,{AHs}{D}DrA{A}ArA
C=CN(C)C=N,-1362.85,53.60412283450467,A~AD{A}A~D
CC(C)C=O,-1270.06,48.41197009713954,AA{A}A~B
Cc1cc[nH]n1,-1255.94,47.62187206231255,Aaraa{dH}dr
CNCC1CN1C,-1772.08,76.50297685661846,ADAArADrA
C#CCC#CCC,-1583.42,65.94632705134518,A^AAA^AAA
CCN(C=O)C=O,-1430.49,57.388983392273616,AAD{A~B}A~B
Cc1cc(N)c[nH]1,-1517.5,62.25771073011325,Aaraa{D}a{dH}r
C=CC1(O)CNC1,-1762.76,75.98146738887148,A~AAr{B}ADAr
N#CC#CCC#N,-1093.99,38.55980572093648,D^AA^AAA^D
CC=CC(C)(C)O,-1854.7,81.1260575674829,AA~AA{A}{A}B
CNCC(O)C#N,-1466.67,59.413469716639064,ADAA{B}A^D
CC12CC=NN1C2,-1506.19,61.62484891893102,AArsAA~DDrAs
C[N][CH]NCC=O,-1470.4,59.622185415640814,A{D}{AH}DAA~B
C#Cc1nncs1,-1446.62,58.291552889565324,A^Aarddasr
C=CC(C)OCC,-1842.96,80.4691346971664,A~AA{A}BAA
N#CCC1CO1,-1152.1,41.81140606114866,D^AAArABr
C#CC1OC1CO,-1339.64,52.30538520076996,A^AArBArAB
N#CC#CCO,-992.26,32.86740677738484,D^AA^AAB
CC1CC1C=O,-1418.62,56.72478624826536,AArAArA~B
O=C1CC=NNC1,-1422.32,56.931823268722866,B~ArAA~DDAr
C1CCCC1,-1472.6,59.7452885088858,ArAAAAr
C#CC(N)CC=C,-1615.99,67.76881239088591,A^AA{D}AA~A
CCC1(CC)CO1,-1844.46,80.5530686243789,AAAr{AA}ABr
C#CC(O)CNC,-1558.01,64.52448632436547,A^AA{B}ADA
C=C1C=CC(=C)C1,-1650.42,69.69537580017011,A~ArA~AA{~A}Ar
C=CC(C#N)C=O,-1318.51,51.12303594610323,A~AA{A^D}A~B
CCN(C)CCN,-1920.21,84.79173194861006,AAD{A}AAD
Oc1ccco1,-1108.37,39.364452303146955,Baraaabr
C=C(C=O)C1CO1,-1368.06,53.895653341689425,A~A{A~B}ArABr
C=CC(C)C(C)C,-2046.1,91.83602667979765,A~AA{A}A{A}A
OC1C=NOCC1,-1437.87,57.80193831415908,BArA~DBAAr
C=C1CNCC1C,-1783.16,77.12296879896148,A~ArADAArA
CC(=NO)C1CO1,-1353.27,53.06806481937419,AA{~DB}ArABr
CC(C)C[CH][N]O,-1706.45,72.8305877613143,AA{A}A{AH}{D}B
CC1C=CN[C]1[NH],-1000.01,33.30106540131609,AArA~AD{A}r{DH}
N#CCNCC#N,-1269.63,48.38790903800529,D^AADAA^D
C#CC(C)C1CC1,-1743.65,74.91214915618426,A^AA{A}ArAAr
C[CH][N]NCC#N,-1384.38,54.808854469761414,A{AH}{D}DAA^D
C#CC#N,-596.35,10.713886028918038,A^AA^D
C=CC(=O)N(C)O,-1375.66,54.32091857289942,A~AA{~B}D{A}B
C=CCCC1CN1,-1628.17,68.45035587985139,A~AAAArADr
CC=C(C)CCO,-1851.93,80.97105958189715,AA~A{A}AAB
C1CNC2CC2N1,-1648.88,69.6092036348986,ArADAsAAsDr
C#CC=CC,-1158.13,42.14882044854292,A^AA~AA
CN(C)CC=O,-1422.95,56.967075518152114,AD{A}AA~B
CC#CC1CN1C,-1763.88,76.04413805452349,AA^AArADrA
COC(C)(C)CO,-1786.83,77.32832714087469,ABA{A}{A}AB
O=C1CCC=NO1,-1323.46,51.40001790590448,B~ArAAA~DBr
CNC1C=COC1,-1584.43,66.00284256233495,ADArA~ABAr
C=CCCC(C)C,-2046.88,91.87967232194816,A~AAAA{A}A
C#CC(CO)OC,-1481.5,60.24329647701329,A^AA{AB}BA
CN1CCC(O)C1,-1729.98,74.14723129952102,ADrAAA{B}Ar
Cc1cc[nH]c1C,-1780.77,76.98923407493622,Aaraa{dH}arA
O=CN1CC(=O)C1,-1241.96,46.83960786069207,B~ADrAA{~B}Ar
CC1C=CC(C)O1,-1723.12,73.7633734724025,AArA~AA{A}Br
CC(N)(CO)CO,-1668.51,70.70761896235285,AA{D}{AB}AB
CC1CCC=NN1,-1390.23,55.13619678589015,AArAAA~DDr
O=C(O)C1CNC1,-1395.2,55.41429786472089,B~A{B}ArADAr
CC1(C)CC(N)C1,-1238.37,46.63872599489681,AAr{A}AA{D}Ar
COC=CC1CN1,-1563.37,64.82441022427145,ABA~AArADr
CCOC(C)=NN,-1589.29,66.27478848650343,AABA{A}~DD
C#CCC#C,-994.68,33.00282017995434,A^AAA^A
C=C(CO)C(C)N,-1723.15,73.76505215094677,A~A{AB}A{A}D
CN1CC2CC2C1,-1774.35,76.62999686646671,ADrAAsAAsAr
C=C1C=NN=CO1,-1181.09,43.433569094408874,A~ArA~DD~ABr
N#CC(=O)C1CC1,-1182.59,43.51750302162137,D^AA{~B}ArAAr
NCc1cccs1,-1440.43,57.945185549935104,DAaraaasr
CC(=O)C=CCO,-1527.53,62.818948923407504,AA{~B}A~AAB
C#CC1CCN1C,-1605.09,67.1588925198084,A^AArAADrA
CC#CC=CC#N,-1769.32,76.34853843054748,AA^AA~AA^D
CC(O)(CN)CO,-1668.68,70.7171314741036,AA{B}{AD}AB
C=NNC=CC#N,-1254.11,47.51947267111329,A~DDA~AA^D
NCC1(CO)CC1,-1716.14,73.37280093110705,DAAr{AB}AAr
CNc1cnsc1,-1657.73,70.10441380545234,ADaradsar
CC1(N)CC1CN,-1782.73,77.09890773982721,AAr{D}AArAD
NC1CCOC1,-1435.56,57.67268006625184,DArAABAr
C#CC=CCC=C,-1606.49,67.23723085187342,A^AA~AAA~A
CCCC(=O)CO,-1670.94,70.84359192443709,AAAA{~B}AB
CC(C=O)N1CC1,-1575.89,65.52497873673846,AA{A~B}DrAAr
O=C1CCC1,-1131.38,40.6519987465867,B~ArAAAr
O=Cc1ccon1,-1411.89,56.34820269483863,B~Aaraabdr
C=C(C)COCC,-1843.66,80.5083038631989,A~A{A}ABAA
C=CC(=C)C=C,-1465.9,59.37038363400332,A~AA{~A}A~A
C=CC(C)O,-1256.77,47.6683155020368,A~AA{A}B
C#CCCCCO,-1692.03,72.02370294104482,A^AAAAAB
O=CNCC1CO1,-1451.03,58.53831863557009,B~ADAArABr
NC1C2CNCC12,-1651.81,69.77315457272034,DArAsADAArs
C=C(C)C(C)=NO,-1566.16,64.98052732888671,A~A{A}A{A}~DB
CC1C(N)C1CO,-1718.15,73.48527239357179,AArA{D}ArAB
C#CCC(O)C=C,-1548.36,63.984511392631724,A^AAA{B}A~A
CC(=O)CC(C)=O,-1543.84,63.73159049196473,AA{~B}AA{A}~B
C=C(C)CCCO,-1849.99,80.86250503603564,A~A{A}AAAB
CC(O)C(N)CN,-1740.29,74.72413715922826,AA{B}A{D}AD
CNCC=C(C)C,-1916.01,84.55671695241506,ADAA~A{A}A
CNCC(N)CO,-1730.71,74.18807914409777,ADAA{D}AB
C=Cc1ccns1,-1272.7,48.55969380903353,A~Aaraadsr
O=CCCCC=O,-1530.6,62.99073369443573,B~AAAAA~B
Cc1ccc(O)o1,-1408.88,56.17977528089889,Aaraaa{B}br
CNCC1CCO1,-1710.02,73.03035050808003,ADAArAABr
O=C1CC=CC1,-1303.54,50.2853753525225,B~ArAA~AAr
C1COC1,-952.57,30.646515063342143,ArABAr
CC(=O)C1CCN1,-1585.65,66.07110882313444,AA{~B}ArAADr
Cc1cc(N)cs1,-1304.67,50.348605577689256,Aaraa{D}asr
NC1CCCC1O,-1739.24,74.66538341017952,DArAAAArB
NCC1CNC1=O,-1481.54,60.24553471507229,DAArADAr~B
C=CCC#CC#N,-1184.76,43.63892743632213,A~AAA^AA^D
C=CCO[N][CH]C,-1553.18,64.25421907874123,A~AAB{D}{AH}A
Cc1ccc(O)[nH]1,-1483.68,60.365280451228806,Aaraaa{B}{dH}r
CN(C)C1CC1,-1609.71,67.41740901562291,AD{A}ArAAr
CC1(O)CCC1=O,-1525.59,62.710394377546,AAr{B}AAAr~B
CN(C)C=O,-1152.68,41.84386051300417,AD{A}A~B
CC1(CO)CCC1,-1846.33,80.65770625363713,AAr{AB}AAAr
COC(C)C(=N)N,-1606.43,67.23387349478492,ABA{A}A{~D}D
N#CC1NC1C=O,-1517.23,62.242602623215,D^AArDArA~B
C#CC1CCC1,-1448.78,58.412417744751345,A^AArAAAr
CC12CCOC1C2,-1711.75,73.12715430413178,AArsAABArAs
CC(O)C(C)C#N,-1601.97,66.98430995120643,AA{B}A{A}A^D
C#CCCC#N,-1204.12,44.7222346568781,A^AAAA^D
CCC(=O)C(=N)N,-1485.74,60.4805497112673,AAA{~B}A{~D}D
C=CC1CC1CO,-1699.6,72.44728949371054,A~AArAArAB
[CH2][N]N1CC(C)C1,-1931.93,85.44753569989706,{AHs}{D}DrAA{A}Ar
CCc1cccs1,-1445.25,58.21489323604458,AAaraaasr
CC1=CCNCC1,-1289.5,49.49975379381351,AAr~AADAAr
CNC(=O)C=CN,-1494.64,60.978557679394804,ADA{~B}A~AD
CC1=COC(C)C1,-1727.03,73.98216124266978,AAr~ABA{A}Ar
O=C1C=CCNN1,-1793.18,77.68364743274097,B~ArA~AADDr
CCNC1CC1C,-1913.2,84.39948072877033,AADArAArA
CCC=CC(=O)O,-1543.82,63.73047137293523,AAA~AA{~B}B
C#CC(=C)C#N,-1058.34,36.56497605085276,A^AA{~A}A^D
OC12CCNC1C2,-1583.54,65.95304176552217,BArsAADArAs
CC1=NN=CC1C,-1659.76,70.2180043869466,AAr~DD~AArA
CCOC=COC,-1636.56,68.91982631272661,AABA~ABA
NCC1COC1=O,-1412.87,56.403039527284115,DAArABAr~B
C#CCOCCC,-1681.63,71.44176104570482,A^AABAAA
CNCC(C)O,-1562.96,64.8014682841667,ADAA{A}B
CC(C)CC(=O)O,-1686.62,71.72098124356505,AA{A}AA{~B}B
CC1COCC1C,-1861.77,81.52166614441113,AArABAArA
CC1C2OCOC12,-1503.32,61.46425533819777,AArAsBABArs
C=C1CC=CC1O,-1581.94,65.86351224316219,A~ArAA~AArB
NC1CC1CO,-1423.42,56.99337481534537,DArAArAB
NCC1=CCC=C1,-1658.13,70.12679618604236,DAAr~AAA~Ar
C#CC1C=COC1,-1418.41,56.713035498455625,A^AArA~ABAr
CNC(C)(C)C,-1761.46,75.90872465195399,ADA{A}{A}A
C=C1CCC(C)O1,-1727.44,74.00510318277452,A~ArAAA{A}Br
C=CN(N)C(C)=O,-1466.88,59.42522046644881,A~AD{D}A{A}~B
OC1CC1C1CN1,-1453.21,58.66030260978558,BArAArArADr
C=CCC=COC,-1699.71,72.45344464837281,A~AAA~ABA
[CH2][N]NC1COC1,-1422.49,56.941335780473615,{AHs}{D}DArABAr
C=C(CO)CC#N,-1292.86,49.687765790769504,A~A{AB}AA^D
CC1=CC2CC2O1,-1574.79,65.46342719011594,AAr~AAsAAsBr
C=CCCCC=C,-1902.2,83.78396526254535,A~AAAAA~A
CC1CCS1(=O)=O,-1444.52,58.17404539146783,AArAAEr{~B}~B
C=CC(=O)C=C,-1283.65,49.172411477684776,A~AA{~B}A~A
C#CCNNC=O,-1206.69,44.86604145216886,A^AADDA~B
C=C1COCO1,-1221.98,45.72160795022159,A~ArABABr
C=C(C)CC(C)O,-1852.78,81.01862214065089,A~A{A}AA{A}B
NCC(N)CCO,-1275.06,48.691749854514526,DAA{D}AAB
CC1COC1C,-1550.18,64.08635122431623,AArABArA
CC(O)CCCN,-1865.45,81.72758404583914,AA{B}AAAD
CN1CC1CC#N,-1515.95,62.17097900532702,ADrAArAA^D
CC1(N)COC1=O,-1410.06,56.24580330363938,AAr{D}ABAr~B
N=C(N)C1CCO1,-1461.18,59.10627154304133,D~A{D}ArAABr
CNCCO,-1267.25,48.254733873494786,ADAAB
C=CC(=O)C=CN,-1302.66,50.23613411522451,A~AA{~B}A~AD
CC1C=CC(O)C1,-1726.04,73.92676485070953,AArA~AA{B}Ar
C#CCC(C)CC,-1891.53,83.18691526030709,A^AAA{A}AA
NCC#CC1CC1,-1619.05,67.9400376023994,DAA^AArAAr
CC(C)C1CCO1,-1845.38,80.6045480997359,AA{A}ArAABr
CC(C)=CC#N,-1368.53,53.92195263888267,AA{A}~AA^D
CNC(CN)CO,-1730.56,74.17968575137651,ADA{AD}AB
CCCCCCO,-1991.95,88.8060119074265,AAAAAAB
C=CC1NC1CN,-1637.77,68.98753301401136,A~AArDArAD
O=C1CCC=CO1,-1412.13,56.361632123192635,B~ArAAA~ABr
CC(=NO)C(C)N,-1580.34,65.7739827208022,AA{~DB}A{A}D
C1=NN2CC2CO1,-1299.35,50.05091991584224,Ar~DDsAAsABr
C=C(CN)OC,-1420.3,56.818792246743364,A~A{AD}BA
[NH]C1=C[CH]C2CN12,-1383.0,54.73163525672591,{DH}Ar~A{AH}AsADrs
CNC1CC1(C)C,-1912.92,84.38381306235732,ADArAAr{A}A
C=CCC(C)=NN,-1638.41,69.02334482295538,A~AAA{A}~DD
CCC(C)=NOC,-1700.41,72.49261381440532,AAA{A}~DBA
CCC1=COCC1,-1722.95,73.75386096065179,AAAr~ABAAr
[CH2][N][N]C=C([CH2])C,-1505.11,61.56441649133802,{AHs}{D}{D}A~A{{AHs}}A
C=CC(C=C)CC,-1901.45,83.7419982989391,A~AA{A~A}AA
CCc1cnsc1,-1318.58,51.12695286270648,AAaradsar
O=C1C=CCN1,-1194.72,44.19624871301312,B~ArA~AADr
[CH]1N[N][C]2OC[C]12,-1145.25,41.428107793544925,{AH}rD{D}{A}sBA{A}rs
O=CC#C[CH][N]O,-1370.11,54.010363042213164,B~AA^A{AH}{D}B
CCC(C)(C)C#N,-1801.05,78.1240207708492,AAA{A}{A}A^D
C=C(C)CC#N,-1362.55,53.58733604906218,A~A{A}AA^D
C=C(CC)C1CC1,-1900.79,83.70506737096558,A~A{AA}ArAAr
CCC(=N)N(C)C,-1798.04,77.95559335690945,AAA{~D}D{A}A
Cc1conc1C,-1460.57,59.07213841264157,AarabdarA
CCC(O)CN,-1572.85,65.35487264425444,AAA{B}AD
CCC1C(C)C1N,-1743.92,74.92725726308251,AAArA{A}ArD
CC(C)CC1CO1,-1841.48,80.3863198889834,AA{A}AArABr
C#CC1CCN1,-1314.51,50.89921214020323,A^AArAADr
CC1CN(C=O)C1,-1600.78,66.91772236895117,AArAD{A~B}Ar
CON(C)C(C)=O,-1512.15,61.95834638972202,ABD{A}A{A}~B
CC1(CCN)CN1,-1117.96,39.9010698777922,AAr{AAD}ADr
OC1CNC1,-1119.26,39.9738126147097,BArADAr
CC1OC1C1CO1,-1491.51,60.80341555127804,AArBArArABr
CC1(N)CC1O,-1421.61,56.89209454317561,AAr{D}AArB
CCC1C=COC1,-1721.09,73.64978289090828,AAArA~ABAr
COC1CC1OC,-1623.52,68.19016070549263,ABArAArBA
CC=C(C)C(C)C,-2049.55,92.02907471238642,AA~A{A}A{A}A
OC1CC2NC2C1,-1465.33,59.33848874166256,BArAAsDAsAr
CC1CC1C(=O)O,-1541.15,63.58106898249698,AArAArA{~B}B
CCN1CCC=N1,-1654.61,69.92983123685036,AADrAAA~Dr
OCCNC1CC1,-1317.58,51.07099691123148,BAADArAAr
Cc1cccs1,-1275.91,48.73931241326829,Aaraaasr
O=C1COC2CC12,-1385.89,54.89334795648866,B~ArABAsAArs
C=C(C)C(C)C#N,-1658.1,70.12511750749809,A~A{A}A{A}A^D
CC(C)C(C)CO,-1990.67,88.73438828953849,AA{A}A{A}AB
C#CC(=O)CNC,-1426.76,57.18026769327186,A^AA{~B}ADA
C=CCC(=C)OC,-1701.38,72.54689108733605,A~AAA{~A}BA
C1=CC2CCC2C1,-1788.72,77.43408388916245,Ar~AAsAAAsAr
CC(O)CC1CO1,-1645.0,69.3920945431756,AA{B}AArABr
CO[N][CH]C(C)=O,-1373.04,54.17431398003492,AB{D}{AH}A{A}~B
CC(C)(CN)CN,-1931.62,85.43018935493978,AA{A}{AD}AD
CC=C1C=NOC1,-1435.52,57.67044182819284,AA~ArA~DBAr
NCC1CCC1,-1619.14,67.94507363803216,DAArAAAr
C=C(CC)CO,-1553.44,64.26876762612471,A~A{AA}AB
CC1(CN)CNC1,-1683.09,71.52345673485833,AAr{AD}ADAr
C=CC[CH][N]O,-1264.37,48.09358073324678,A~AA{AH}{D}B
CC(C)S(C)(=O)=O,-1293.7,49.73476879000851,AA{A}E{A}{~B}~B
C=C1COC=C1C,-1588.03,66.20428398764494,A~ArABA~ArA
CNC1CC1C#N,-1521.81,62.498880880970496,ADArAArA^D
CCCCC1CN1,-1628.88,68.49008460539864,AAAAArADr
C1=CCCCC1,-1632.17,68.67417968575138,Ar~AAAAAr
O=C1C=NNCC1,-1461.01,59.09675903129058,B~ArA~DDAAr
CCCC(=O)O,-1390.28,55.1389945834639,AAAA{~B}B
NCCCN1CC1,-1776.32,76.74023009087247,DAAADrAAr
CC(C)(C)C1CO1,-1841.3,80.3762478177179,AA{A}{A}ArABr
CC(C)C(C)N,-1767.17,76.22823313487623,AA{A}A{A}D
[CH2][N][N][CH]C(C)=O,-1317.18,51.04861453064148,{AHs}{D}{D}{AH}A{A}~B
C#CCC(C)C#C,-1589.94,66.31115985496218,A^AAA{A}A^A
CC1=COC(C)O1,-1523.06,62.568825820314245,AAr~ABA{A}Br
C=C1C=CC(=O)O1,-1279.1,48.917811898473516,A~ArA~AA{~B}Br
O=CC#CCO,-1062.97,36.824052106182016,B~AA^AAB
C=C(C)CC1CC1,-1902.84,83.81977707148933,A~A{A}AArAAr
C#CC(=C)C(C)=O,-1424.39,57.04765208827612,A^AA{~A}A{A}~B
CCC1(C)CCO1,-1847.88,80.74443797842339,AAAr{A}AABr
O=C1CC2CC1O2,-1371.21,54.071914588835675,B~ArAAsAArBs
CN=C(C)N(C)C,-1790.76,77.54823403017146,AD~A{A}D{A}A
O[N][CH]CN1CC1,-1237.05,46.56486413894982,B{D}{AH}ADrAAr
O=CCCCCO,-1662.19,70.35397734903084,B~AAAAAB
CC(C)C(O)CN,-1867.98,81.86915260307087,AA{A}A{B}AD
NC1CC(CO)C1,-1715.12,73.31572586060253,DArAA{AB}Ar
C1=CC2OC2CO1,-1374.43,54.25209275258517,Ar~AAsBAsABr
C=C(C=O)C1CC1,-1573.84,65.4102690362147,A~A{A~B}ArAAr
C=CC(=O)C(C)=O,-1396.28,55.47473029231389,A~AA{~B}A{A}~B
CCNC(C)C=O,-1728.07,74.04035543220377,AADA{A}A~B
C=CC1NC1C#N,-1919.46,84.74976498500381,A~AArDArA^D
CC1(C)CC1(C)N,-1918.18,84.67814136711583,AAr{A}AAr{A}D
C#CC(C#N)OC,-1279.51,48.940753838578274,A^AA{A^D}BA
CC(=CN)C(=O)O,-1423.95,57.023031469627114,AA{~AD}A{~B}B
C=C(C=O)CC#N,-1328.29,51.67028515152872,A~A{A~B}AA^D
N#Cc1ccco1,-1208.07,44.943260665204356,D^Aaraaabr
CC(=CN)C(N)=O,-1498.67,61.20406016383903,AA{~AD}A{D}~B
C1=COCC1,-1128.5,40.490845606338695,Ar~ABAAr
C=COCCN,-1420.77,56.84509154393662,A~ABAAD
C#CCC(C)N,-1466.31,59.393325574108054,A^AAA{A}D
C[CH][N][N][CH]CO,-1450.2,58.49187519584584,A{AH}{D}{D}{AH}AB
Cc1ccoc1,-1304.97,50.36539236313175,Aaraabar
Cc1nocc1O,-1258.68,47.77519136935405,AardbaarB
CCC(=O)CCO,-1670.74,70.8324007341421,AAA{~B}AAB
OCC#CC1CO1,-1339.6,52.30314696271095,BAA^AArABr
[NH]C1=C[CH]CN1O,-1255.81,47.6145977886208,{DH}Ar~A{AH}ADrB
